clip_name,code_switched,original_transcription,new_transcription,timestamp,processed,annotator
HH20211012[53_288-53_305].wav,,lìɟí lə̀mèðɔ́ ðár,,,,Aaron
HH20211012[54_065-54_071].wav,,ðəmeðɔ,,,,Aaron
HH20211012[55_032-55_040].wav,,ðəmeðɔ,,,,Aaron
HH20211012[55_462-55_468].wav,,ðəmeðɔ,,,,Aaron
HH20211012[56_094-56_110].wav,,lìðɔ́ jɛ̂ŋná,,,,Aaron
HH20211012[56_264-56_289].wav,,lìɟí lìðɔ́ ɛ́ŋnà,,,,Aaron
HH20211012[56_531-56_541].wav,,méðɔ́ ðâr,,,,Aaron
HH20211019-1[01_363-01_373].wav,,sɔ̀ɽìŋgɔ́,,,,Aaron
HH20211019-1[01_381-01_393].wav,,sɔ̀ɽíŋgɔ̀,,,,Aaron
HH20211019-1[01_431-01_442].wav,,sɔ̀ɽíŋgɔ̀,,,,Aaron
HH20211019-1[02_001-02_021].wav,,sɔ̀ɽíŋgɔ́ s̀cə̀lò,,,,Aaron
HH20211019-1[02_039-02_063].wav,,sɔ̀ɽíŋgɔ́ s̀cə̀lò,,,,Aaron
HH20211019-1[02_172-02_185].wav,,sɔ̀ɽíŋgɔ́ s̀cə̀lò,,,,Aaron
HH20211019-1[02_191-02_202].wav,,sɔ̀ɽíŋgɔ́ s̀cə̀lò,,,,Aaron
HH20211019-1[02_393-02_427].wav,,ŋgánɔ̂nǎ sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,,,,Aaron
HH20211019-1[02_439-02_479].wav,,ŋgánɔ̂nǎ sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,,,,Aaron
HH20211019-1[03_026-03_048].wav,,ŋ̀gánɔ̂nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,,,,Aaron
HH20211019-1[03_119-03_142].wav,,ŋgánɔ̂nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,,,,Aaron
HH20211019-1[03_154-03_178].wav,,ŋgánɔ̂nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,,,,Aaron
HH20211019-1[03_350-03_383].wav,,ǎn sɔ́ɽíŋgɔ́ sɛ̂ɛ́ sàdàn,,,,Aaron
HH20211019-1[03_399-03_428].wav,,ǎn sɔ́ɽíŋgɔ́ sɛ́ sàdàn,,,,Aaron
HH20211019-1[03_558-03_590].wav,,ǎn sɔ́ɽíŋgɔ́ sɛ́ sàdàn,,,,Aaron
HH20211019-1[04_354-04_373].wav,,ɲàɽíŋgɔ́ ɲ̀cə̀lò,,,,Aaron
HH20211019-1[04_376-04_405].wav,,ɲàɽíŋgɔ́ ɲ̀cə̀lò,,,,Aaron
HH20211019-1[04_520-04_545].wav,,ŋ̀gánɔ̂nà ɲàɽíŋgɔ́ nd̪ɔ̀bá,,,,Aaron
HH20211019-1[04_556-04_583].wav,,ŋ̀gánɔ̂nà ɲàɽíŋgɔ́ nd̪ɔ̀bá,,,,Aaron
HH20211019-1[05_563-05_581].wav,,ŋ̀gánɔ̂nà ɲàɽíŋgɔ́ nd̪ɔ̀bá,,,,Aaron
HH20211019-1[06_122-06_133].wav,,ŋ̀gánɔ̂nà ɲàɽíŋgɔ́ nd̪ɔ̀bá,,,,Aaron
HH20211019-1[06_268-06_292].wav,,ŋgánɔ́nà ɲàɽíŋgɔ́ íɲún nd̪ɔ̀bá,,,,Aaron
HH20211019-1[06_378-06_409].wav,,ŋgánɔ́nà ɲàɽíŋgɔ́ íɲún nd̪ɔ̀bá,,,,Aaron
HH20211019-1[07_215-07_241].wav,,ŋ̀gád̪úrǒ kɛ́nɔ̂nà ɲàɽíŋgɔ̀,,,,Aaron
HH20211019-1[07_253-07_298].wav,,ŋ̀gá d̪úrò kɛ́nɔ̂nà ɲàɽíŋgɔ̀,,,,Aaron
HH20211019-1[07_424-07_446].wav,,ŋ̀gád̪úrò kɛ́nɔ̂nà ɲàɽíŋgɔ̀,,,,Aaron
HH20211019-1[07_494-07_523].wav,,ŋgád̪úrò kɛ́nɔ̂nà ɲàɽíŋgɔ́ nd̪ɔ̀bá,,,,Aaron
HH20211019-1[07_534-07_568].wav,,ŋ̀gádúrǒ kɛ́nɔ̂nà ɲàɽíŋgɔ́ nd̪ɔ̀bá,,,,Aaron
HH20211019-1[08_170-08_220].wav,,ǎn ɲáɽíŋgɔ́ ɲɛ́ ɲɛ́dàn,,,,Aaron
HH20211019-1[08_263-08_302].wav,,ǎn ɲáɽíŋgɔ́ ɲɛ́ ɲɛ́dàn,,,,Aaron
HH20211019-1[08_398-08_409].wav,,ɲɛ́dàn,,,,Aaron
HH20211019-1[08_409-08_418].wav,,ɲɛ́dàn,,,,Aaron
HH20211019-1[08_420-08_429].wav,,ɲɛ́dàn,,,,Aaron
HH20211019-1[09_170-09_201].wav,,sàɽíŋgɔ́ sádǎn sábr̀t̪ìnò dɛ̀,,,,Aaron
HH20211019-1[09_207-09_247].wav,,sàɽíŋgɔ́ sádǎn sábrìt̪ìnò dɛ̀,,,,Aaron
HH20211019-1[09_401-09_437].wav,,sàɽíŋgɔ́ sádǎn sábr̀t̪ìnò dɛ̀,,,,Aaron
HH20211019-1[09_541-09_564].wav,,sábrìt̪ìnò dɛ̀,,,,Aaron
HH20211019-1[10_056-10_083].wav,,sàɽíŋgɔ́ sádǎn sábr̀t̪ìnò dɛ̀,,,,Aaron
HH20211019-1[10_093-10_126].wav,,sàɽíŋgɔ́ sádǎn sábr̀t̪ìnò dɛ̀,,,,Aaron
HH20211019-1[11_481-11_496].wav,,ábŕtɔ́ sàɽíŋgɔ̀,,,,Aaron
HH20211019-1[12_069-12_095].wav,,sòɽ̀t̪ɔ́ líŋgɛ́n gálò,,,,Aaron
HH20211019-1[12_102-12_138].wav,,ŋú sòɽ̀t̪ɔ́ lɛ̀ŋgɛ̀n gàló,,,,Aaron
HH20211019-1[12_280-12_290].wav,,lɛ̀ŋgɛ́n,,,,Aaron
HH20211019-1[12_311-12_320].wav,,gàlò,,,,Aaron
HH20211019-1[13_297-13_314].wav,,sòɽ̀t̪ɔ́ lɛ́ŋgɛ̀n gálò,,,,Aaron
HH20211019-1[14_000-14_034].wav,,ŋú sòɽ̀t̪ɔ́ lɛ̂ŋgɛ́n gálò,,,,Aaron
HH20211019-1[14_247-14_302].wav,,sɔ̀ɽíŋgɔ́ sádàn sáðúɽà ŕ ŋɛ́mbùɽù,,,,Aaron
HH20211019-1[14_317-14_365].wav,,sɔ̀ɽíŋgɔ́ sádàn sáðúɽà ŕ ŋɛ́mbùɽù,,,,Aaron
HH20211019-1[14_509-14_532].wav,,sɔ̀ɽíŋgɔ́ sádàn sáðúɽà,,,,Aaron
HH20211019-1[15_023-15_030].wav,,ŋə̀mbùɽú,,,,Aaron
HH20211019-1[15_349-15_358].wav,,sɔ̀ɽíŋgɔ́ sádàn,,,,Aaron
HH20211019-1[15_482-15_525].wav,,sɔ̀ɽíŋgɔ́ sádàn sáðúɽà ŕ ŋɛ́mbùɽù,,,,Aaron
HH20211019-1[15_567-16_005].wav,,sɔ̀ɽíŋgɔ́ sádàn sáðúɽà ŕ ŋɛ́mbùɽù,,,,Aaron
HH20211019-1[16_073-16_080].wav,,ɲùmbòɽò,,,,Aaron
HH20211019-1[16_080-16_086].wav,,ɲùmbòɽò,,,,Aaron
HH20211019-1[16_107-16_114].wav,,ɲùmbòɽò,,,,Aaron
HH20211019-1[16_123-16_131].wav,,ɲùmbòɽò,,,,Aaron
HH20211019-1[16_259-16_275].wav,,ɲùmbòɽó ɲɛ̀rà,,,,Aaron
HH20211019-1[16_338-16_351].wav,,ɲùmbòɽó ɲɛ̀rà,,,,Aaron
HH20211019-1[16_542-16_562].wav,,ŋàmbòɽó ŋàdàn,,,,Aaron
HH20211019-1[17_003-17_018].wav,,ŋàmbòɽó ŋàdàn,,,,Aaron
HH20211019-1[17_241-17_259].wav,,ŋàmbòɽó ŋàdàn,,,,Aaron
HH20211019-1[17_307-17_317].wav,,ŋàmbòɽó ŋàdàn,,,,Aaron
HH20211019-1[17_318-17_327].wav,,ŋàmbòɽó ŋàdàn,,,,Aaron
HH20211019-1[17_502-17_514].wav,,ŋàmbòɽó ŋàdàn,,,,Aaron
HH20211019-1[17_516-17_529].wav,,ŋàmbòɽó ŋàdàn,,,,Aaron
HH20211019-1[18_065-18_075].wav,,ŋàmbòɽó ŋádàn,,,,Aaron
HH20211019-1[18_165-18_183].wav,,ŋàmbòɽó ŋádàn ŋó  nê,,,,Aaron
HH20211019-1[18_247-18_274].wav,,ŋàmbòɽó ŋádàn ŋó  nê,,,,Aaron
HH20211019-1[18_301-18_319].wav,,ŋàmbòɽó ŋádàn ŋó  nê,,,,Aaron
HH20211019-1[19_062-19_076].wav,,ŋàmbòɽó ŋádàn,,,,Aaron
HH20211019-1[19_291-19_308].wav,,ŋàmbòɽó ŋàdàn ŋàmɽàɽè,,,,Aaron
HH20211019-1[19_434-19_449].wav,,ŋàmbòɽó ŋàdàn ŋàmɽàɽè,,,,Aaron
HH20211019-1[19_594-20_021].wav,,sɔ̀ɽíŋgɔ́ sádǎn sápíð̀ò ràmàn rɛ̀,,,,Aaron
HH20211019-1[20_033-20_068].wav,,sɔ̀ɽíŋgɔ́ sádǎn sápíð̀ò ràmàn rɛ̀,,,,Aaron
HH20211019-1[20_503-20_512].wav,,rmàn,,,,Aaron
HH20211019-1[21_069-21_100].wav,,sɔ̀ɽíŋgɔ́ sádǎn sápíð̀ò ràmàn rɛ̀,,,,Aaron
HH20211019-1[21_115-21_150].wav,,sɔ̀ɽíŋgɔ́ sádàn sápíð̀ò ràmàn rɛ̀,,,,Aaron
HH20211019-1[22_470-22_484].wav,,rr̀mán rɔ̀là,,,,Aaron
HH20211019-1[23_041-23_052].wav,,rr̀màn rɔ̀là,,,,Aaron
HH20211019-1[23_066-23_077].wav,,rr̀màn rɔ̀là,,,,Aaron
HH20211019-1[23_124-23_143].wav,,ðə̀màn ðɔ̀là,,,,Aaron
HH20211019-1[23_158-23_173].wav,,ðə̀màn ðɔ̀là,,,,Aaron
HH20211019-1[23_201-23_214].wav,,ðə̀màn ðɔ̀là,,,,Aaron
HH20211019-1[23_366-23_417].wav,,sɔ̀ɽíŋgɔ́ sátàn sɛ́ sàm̀ɲí ŋán ávàn,,,,Aaron
HH20211019-1[23_423-23_462].wav,,sɔ̀ɽíŋgɔ́ sátàn sɛ́ sàm̀ɲí ŋán ávàn,,,,Aaron
HH20211019-1[24_062-24_067].wav,,ŋǎn,,,,Aaron
HH20211019-1[24_081-24_089].wav,,àván,,,,Aaron
HH20211019-1[24_302-24_313].wav,,sɔ̀ɽíŋgɔ́ sátàɽán,,,,Aaron
HH20211019-1[24_386-24_429].wav,,sɔ̀ɽíŋgɔ́ sátàɽàn sɛ́ sàm̀ɲí ŋán ávàn,,,,Aaron
HH20211019-1[25_118-25_132].wav,,ŋǎn ŋ̀càlò,,,,Aaron
HH20211019-1[25_144-25_156].wav,,ŋán ŋ̀càlò,,,,Aaron
HH20211019-1[25_195-25_205].wav,,ŋán ŋ̀càlò,,,,Aaron
HH20211019-1[25_496-25_500].wav,,lán,,,,Aaron
HH20211019-1[27_001-27_044].wav,,sàɽíŋgɔ́ sátàɽàn sábrǎ ŋàmt̪ɛ̀ɾɛ̀,,,,Aaron
HH20211019-1[29_023-29_052].wav,,ðàbrà ŋàmt̪ɛ̀ɾɛ́ ðìcə̀lò,,,,Aaron
HH20211019-1[29_143-29_171].wav,,ðàbrà ŋàmt̪ɛ̀ɾɛ́ ðìcə̀lò,,,,Aaron
HH20211019-1[29_181-29_201].wav,,ðàbrà ŋàmt̪ɛ̀ɾɛ̀ ðìcə̀lò,,,,Aaron
HH20211019-1[29_415-29_447].wav,,sàɽíŋgɔ́ sátàɽán sábrà ŋàmt̪ɛ̀ɾɛ̀,,,,Aaron
HH20211019-1[29_462-29_513].wav,,sàɽíŋgɔ́ sátàɽàn sábrà ŋàmt̪ɛ̀ɾɛ̀,,,,Aaron
HH20211019-1[30_275-30_279].wav,,abra,,,,Aaron
HH20211019-1[31_574-31_580].wav,,ábró t̪ə̀wàǹ,,,,Aaron
HH20211019-1[32_231-32_244].wav,,àbrá t̪ə̀wàǹ,,,,Aaron
HH20211019-1[32_259-32_271].wav,,ábró t̪ə̀wàǹ,,,,Aaron
HH20211019-1[32_282-32_294].wav,,àbrá t̪ə̀wàǹ,,,,Aaron
HH20211019-1[32_307-32_320].wav,,ábró t̪àwàǹ,,,,Aaron
HH20211019-1[32_482-32_489].wav,,àbrâ,,,,Aaron
HH20211019-1[33_207-33_211].wav,,àbrâ,,,,Aaron
HH20211019-1[33_425-33_431].wav,,ábrô,,,,Aaron
HH20211019-1[34_048-34_052].wav,,àbrâ,,,,Aaron
HH20211019-1[34_591-35_007].wav,,ábró t̪àwàǹ,,,,Aaron
HH20211019-1[35_011-35_024].wav,,àbrá t̪ə̀wàǹ,,,,Aaron
HH20211019-1[35_032-35_047].wav,,ábró t̪àwàǹ,,,,Aaron
HH20211019-1[35_050-35_066].wav,,àbrá t̪ə̀wàǹ,,,,Aaron
HH20211019-1[36_281-36_285].wav,,íjò,,,,Aaron
HH20211019-1[36_300-36_311].wav,,lìðó íjò,,,,Aaron
HH20211019-1[36_338-36_353].wav,,lìðó íjó ùnɛ̀rɛ̀,,,,Aaron
HH20211019-1[36_397-36_410].wav,,lìðó íjó ùnɛ̀rɛ̀,,,,Aaron
HH20211019-1[37_109-37_122].wav,,íðó íjò,,,,Aaron
HH20211019-1[37_209-37_219].wav,,íðó íjò,,,,Aaron
HH20211019-1[37_225-37_234].wav,,íðó íjò,,,,Aaron
HH20211019-1[37_290-37_297].wav,,íðó íjò,,,,Aaron
HH20211019-1[37_484-37_492].wav,,íðó íjò,,,,Aaron
HH20211019-1[38_188-38_202].wav,,̀ðó íjò,,,,Aaron
HH20211019-1[38_205-38_219].wav,,̀ðó íjò,,,,Aaron
HH20211019-1[38_235-38_247].wav,,̀ðó íjò,,,,Aaron
HH20211019-1[38_526-38_539].wav,,làíðò ìjò,,,,Aaron
HH20211019-1[38_542-38_555].wav,,làíðò ìjò,,,,Aaron
HH20211019-1[38_590-39_003].wav,,làíðò ìjò,,,,Aaron
HH20211019-1[39_120-39_135].wav,,làíðò íjò nd̪ɔ̀bà,,,,Aaron
HH20211019-1[39_145-39_163].wav,,làíðò íjò nd̪ɔ̀bà,,,,Aaron
HH20211019-1[40_050-40_072].wav,,láìðó íjò nd̪ɔ̀bà,,,,Aaron
HH20211019-1[40_128-40_151].wav,,láìðó íjò nd̪ɔ̀bà,,,,Aaron
HH20211019-1[40_449-40_471].wav,,láìðó íjò nd̪ɔ̀bà,,,,Aaron
HH20211019-1[40_475-40_501].wav,,láìðó íjò nd̪ɔ̀bà,,,,Aaron
HH20211019-1[40_584-41_003].wav,,láìðó íjò nd̪ɔ̀bǎ,,,,Aaron
HH20211019-1[41_010-41_024].wav,,làíðò íjò nd̪ɔ̀bà,,,,Aaron
HH20211019-1[41_085-41_105].wav,,láìðó íjò nd̪ɔ̀bà,,,,Aaron
HH20211019-1[41_514-41_542].wav,,làðíðǒ ìjò t̪ə̀wànì,,,,Aaron
HH20211019-1[41_546-41_581].wav,,làðíðǒ ìjò t̪ə̀wànì,,,,Aaron
HH20211019-1[42_000-42_026].wav,,làðíðǒ íjò t̪ə̀wànì,,,,Aaron
HH20211019-1[42_575-42_583].wav,,mɛ́ðɔ́ ðàr,,,,Aaron
HH20211019-1[43_193-43_218].wav,,lə̀mɛ̀ðɔ́ ð́ār ūnɛ̀rɛ̀,,,,Aaron
HH20211019-1[43_225-43_248].wav,,lə̀mɛ̀ðɔ́ ð́ār ūnɛ̀rɛ̀,,,,Aaron
HH20211019-1[43_269-43_299].wav,,lə̀mɛ̀ðɔ́ ð́ār ūnɛ̀rɛ̀,,,,Aaron
HH20211019-1[44_017-44_028].wav,,mɛ́ðɔ́ ðàr,,,,Aaron
HH20211019-1[44_050-44_062].wav,,mɛ́ðɔ́ ðàr,,,,Aaron
HH20211019-1[44_314-44_322].wav,,mɛ̀ðá ðár,,,,Aaron
HH20211019-1[45_220-45_246].wav,,lámɛ̂ðà ðár nd̪ɔ̀bà,,,,Aaron
HH20211019-1[45_253-45_272].wav,,lámɛ̂ðà ðár nd̪ɔ̀bà,,,,Aaron
HH20211019-1[46_058-46_083].wav,,lámɛ̂ðà ðár nd̪ɔ̀bà,,,,Aaron
HH20211019-1[46_092-46_118].wav,,lámɛ̂ðà ðár nd̪ɔ̀bà,,,,Aaron
HH20211019-1[46_154-46_182].wav,,lâmèðɔ́ ðár nd̪ɔ̀bà,,,,Aaron
HH20211019-1[46_191-46_211].wav,,lâmèðɔ́ ðár nd̪ɔ̀bà,,,,Aaron
HH20211019-1[46_508-46_515].wav,,kɔ̀t̪̀nɔ́,,,,Aaron
HH20211019-1[47_106-47_120].wav,,lɛ̀kɔ̀t̪̀nɔ́ ùnɛ̀rɛ̀,,,,Aaron
HH20211019-1[47_174-47_198].wav,,lɛ̀kɔ̀t̪̀nɔ́ írɔ́ ùnɛ̀rɛ̀,,,,Aaron
HH20211019-1[47_565-47_582].wav,,ìrɔ́ jɛ̀cə̀lò,,,,Aaron
HH20211019-1[48_507-48_526].wav,,ðə̀ró ðìcə̀lò,,,,Aaron
HH20211019-1[49_002-49_015].wav,,ìrɔ́ jìcə̀lò,,,,Aaron
HH20211019-1[49_025-49_038].wav,,ìrɔ́ jìcə̀lò,,,,Aaron
HH20211026[00_436-00_445].wav,,lə̀bɔ̀lɔ̀,,,,Aaron
HH20211026[00_457-00_466].wav,,lə̀bɔ̀lɔ̀,,,,Aaron
HH20211026[01_032-01_052].wav,,lɛ̀bùlìjɛ́ ðɔ́mɔ̄cà,,,,Aaron
HH20211026[01_067-01_092].wav,,lɛ̀bùlìjí ðɔ́mɔ̄cà,,,,Aaron
HH20211026[01_137-01_171].wav,,lɛ̀bùlìjí ðɔ́mɔ̄cà,,,,Aaron
HH20211026[01_399-01_411].wav,,lɛ̀bùlíjí,,,,Aaron
HH20211026[01_425-01_442].wav,,lɛ̀bùlìjí ðɔ́mɔ̄cà,,,,Aaron
HH20211026[01_528-01_542].wav,,lɛ̀bùlìjí ðɔ́mɔ̄cà,,,,Aaron
HH20211026[01_548-01_561].wav,,lɛ̀bùlìjí ðɔ́mɔ̄cà,,,,Aaron
HH20211026[01_599-02_020].wav,,lɛ̀bùlìjí ðɔ́mɔ̄cà ùnɛ̀rɛ̀,,,,Aaron
HH20211026[02_038-02_060].wav,,lɛ̀bùlìjí ðɔ́mɔ̄cà ùnɛ̀rɛ̀,,,,Aaron
HH20211026[03_312-03_325].wav,,làbúlìjɔ̀,,,,Aaron
HH20211026[03_325-03_340].wav,,làbúlìjɔ̀ ðɔ̀mɔ̀cà,,,,Aaron
HH20211026[03_351-03_368].wav,,làbúlìjɔ̀ ðɔ̀mɔ̀cà,,,,Aaron
HH20211026[03_489-03_511].wav,,làbúlìjɔ̀ ðɔ̀mɔ̀cà nd̪ɔ̀bà,,,,Aaron
HH20211026[03_570-03_589].wav,,làbúlìjɔ̀ ðɔ̀mɔ̀cà nd̪ɔ̀bà,,,,Aaron
HH20211026[04_074-04_094].wav,,làbúlìjɔ̀ ðɔ̀mɔ̀cà,,,,Aaron
HH20211026[04_317-04_350].wav,,lábùlìjé ðɔ́mɔ̀cà nd̪ɔ̀bà,,,,Aaron
HH20211026[04_373-04_398].wav,,lábùlìjé ðɔ́mɔ̀cà nd̪ɔ̀bà,,,,Aaron
HH20211026[04_459-04_479].wav,,lábùlìjé ðɔ́mɔ̀cà nd̪ɔ̀bà,,,,Aaron
HH20211026[04_494-04_514].wav,,lábùlìjé ðɔ́mɔ̀cà nd̪ɔ̀bà,,,,Aaron
HH20211026[05_139-05_151].wav,,lábùlíjé,,,,Aaron
HH20211026[05_167-05_173].wav,,lábùlíjé,,,,Aaron
HH20211026[06_046-06_064].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[06_094-06_108].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[06_175-06_189].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[06_318-06_331].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[06_357-06_368].wav,,bùlìjɔ́ ðɔ́mɔ̀cà,,,,Aaron
HH20211026[06_370-06_382].wav,,bùlìjɔ́ ðɔ́mɔ̀cà,,,,Aaron
HH20211026[06_534-06_547].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[07_273-07_285].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[07_292-07_306].wav,,bùlìjɔ́ ðɔ́mɔ̀cà,,,,Aaron
HH20211026[07_327-07_342].wav,,bùlìjɔ́ ðɔ́mɔ̀cà,,,,Aaron
HH20211026[07_404-07_416].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[07_417-07_423].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[07_504-07_513].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[07_522-07_534].wav,,bùlìjɔ́ ðɔ́mɔ̀cà,,,,Aaron
HH20211026[08_045-08_056].wav,,bùlìjɔ́ ðɔ́mɔ̀cà,,,,Aaron
HH20211026[08_231-08_244].wav,,búlíjí ðɔ́mɔ̀cà,,,,Aaron
HH20211026[10_439-10_444].wav,,lɛ̀dì,,,,Aaron
HH20211026[11_024-11_041].wav,,lɛ̀dí álɛ̀,,,,Aaron
HH20211026[11_062-11_076].wav,,lɛ̀dí álɛ̀,,,,Aaron
HH20211026[11_112-11_129].wav,,lɛ̀dí álɛ́ ùnɛ̀rɛ̀,,,,Aaron
HH20211026[11_192-11_199].wav,,ál,,,,Aaron
HH20211026[11_305-11_316].wav,,âl kə̀ɽà,,,,Aaron
HH20211026[11_330-11_347].wav,,âl kə̀ɽà,,,,Aaron
HH20211026[11_364-11_370].wav,,kə̀ɽà,,,,Aaron
HH20211026[12_135-12_143].wav,,lɛ̀dí,,,,Aaron
HH20211026[12_156-12_168].wav,,lɛ̀dí álɛ̀,,,,Aaron
HH20211026[12_176-12_193].wav,,lɛ̀dí álɛ́ ùnɛ̀rɛ̀,,,,Aaron
HH20211026[12_206-12_217].wav,,lɛ̀dí álɛ̀,,,,Aaron
HH20211026[12_281-12_295].wav,,lɛ̀dí álɛ́ ùnɛ̀rɛ̀,,,,Aaron
HH20211026[12_299-12_314].wav,,lɛ̀dí álɛ́ ùnɛ̀rɛ̀,,,,Aaron
HH20211026[13_132-13_145].wav,,lá ɔ́dɔ̀,,,,Aaron
HH20211026[13_266-13_287].wav,,lá ɔ́dɔ̀ álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[13_330-13_356].wav,,lá ɔ́dɔ̀ álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[13_444-13_459].wav,,lá ɔ́dɔ̀ álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[13_463-13_482].wav,,lá ɔ́dɔ̀ álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[13_534-13_550].wav,,lá ɔ́dɔ̀ álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[13_578-13_597].wav,,lá ɜ̀dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[14_012-14_024].wav,,lá ɜ̀dí,,,,Aaron
HH20211026[14_027-14_047].wav,,là ɜ̂dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[14_072-14_090].wav,,là ɜ̂dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[14_137-14_152].wav,,là ɜ̂dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[14_158-14_170].wav,,là ɜ̂dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[14_289-14_308].wav,,là ɜ̂dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[14_330-14_349].wav,,là ɜ̂dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[14_414-14_426].wav,,lá ɜ́dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[14_434-14_448].wav,,lǎ ɜ̂dí álɛ́ nd̪ɔ̀bà,,,,Aaron
HH20211026[15_141-15_153].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[15_164-15_173].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[15_207-15_217].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[15_377-15_388].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[15_417-15_426].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[15_459-15_467].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[15_547-15_561].wav,,ádɔ́ŋɔ́nɔ́ álɛ̀,,,,Aaron
HH20211026[16_229-16_236].wav,,ɜ́dí,,,,Aaron
HH20211026[16_425-16_433].wav,,ádɔ́ŋɔ̀,,,,Aaron
HH20211026[16_586-16_594].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[17_166-17_177].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[17_217-17_227].wav,,ɜ́dí álɛ̀,,,,Aaron
HH20211026[17_236-17_246].wav,,ɔ̀dɔ́ álɛ̀,,,,Aaron
HH20211026[17_268-17_279].wav,,ɔ̀dɔ́ álɛ̀,,,,Aaron
HH20211026[17_285-17_295].wav,,ɔ̀dɔ́ álɛ̀,,,,Aaron
HH20211026[18_029-18_040].wav,,ɔ̀dɔ́ álɛ̀,,,,Aaron
HH20211026[18_055-18_066].wav,,ɔ̀dɔ́ álɛ̀,,,,Aaron
HH20211026[18_356-18_374].wav,,làdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[18_380-18_402].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[18_417-18_440].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[18_496-18_513].wav,,là àdɔ̀ŋnɔ́,,,,Aaron
HH20211026[19_008-19_029].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[19_272-19_299].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[19_310-19_340].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[19_428-19_444].wav,,là àdɔ̀ŋnɔ́,,,,Aaron
HH20211026[19_451-19_471].wav,,là àdɔ̀ŋnɔ́,,,,Aaron
HH20211026[19_473-19_484].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[19_485-19_496].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[19_508-19_522].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[19_555-19_567].wav,,là àdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[20_100-20_114].wav,,lá âdɔ̀ŋnɔ́ álɛ̀,,,,Aaron
HH20211026[20_170-20_180].wav,,ládɔ̀ŋnà álɛ̀,,,,Aaron
HH20211026[20_194-20_207].wav,,lá âdɔ̀ŋnà álɛ̀,,,,Aaron
HH20211026[20_246-20_259].wav,,lá âdɔ̀ŋnà álɛ̀,,,,Aaron
HH20211026[20_362-20_374].wav,,lá âdɔ̀ŋnà álɛ̀,,,,Aaron
HH20211026[20_471-20_483].wav,,lá âdɔ̀ŋnà álɛ̀,,,,Aaron
HH20211026[20_586-20_598].wav,,ládɔ̀ŋnà álɛ̀,,,,Aaron
HH20211026[20_598-21_010].wav,,ládɔ̀ŋnà álɛ̀,,,,Aaron
